year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay
2021,7,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",181,20,5,0,1652,145,295,288,0
2021,7,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",144,17,1,1,1156,277,149,435,0
2021,7,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",108,13,0,0,456,274,0,85,0
2021,7,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: Yeager",87,9,0,0,396,124,44,46,0
2021,7,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",93,27,0,0,925,549,38,262,0
2021,7,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",566,80,3,0,8379,2173,2134,1111,0
2021,7,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",183,22,0,0,1409,724,25,216,0
2021,7,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",208,12,0,0,515,166,0,110,0
2021,7,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",57,8,0,0,562,196,63,34,38
2021,7,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",93,16,0,2,553,194,60,117,0
2021,7,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",155,12,0,0,579,429,0,125,0
2021,7,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",244,14,0,0,552,115,0,65,0
2021,7,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",3471,386,9,12,29724,11406,1367,4547,41
2021,7,9E,Endeavor Air Inc.,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",62,7,0,1,343,191,0,143,0
2021,7,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",129,11,0,1,324,110,16,74,0
2021,7,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",240,38,3,4,2134,402,150,1393,0
2021,7,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",7,1,0,0,45,21,0,0,0
2021,7,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",118,6,0,0,226,0,3,35,0
2021,7,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",92,7,0,1,311,162,51,22,0
2021,7,9E,Endeavor Air Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",93,7,0,0,283,23,3,87,0
2021,7,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",31,1,0,0,169,0,0,0,0
2021,7,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",147,23,0,0,1083,412,60,311,0
2021,7,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",87,7,0,0,301,268,0,33,0
2021,7,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",190,21,0,2,1160,725,0,189,0
2021,7,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",170,18,0,0,928,585,0,30,0
2021,7,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",105,11,1,0,1046,39,157,350,0
2021,7,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",89,7,1,0,783,139,369,101,0
2021,7,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",87,5,0,0,878,239,379,45,0
2021,7,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",13,1,0,0,20,11,0,9,0
2021,7,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",130,10,0,0,400,212,0,82,0
2021,7,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",62,16,4,0,1141,96,187,416,0
2021,7,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",105,5,0,0,250,62,17,18,0
2021,7,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",118,7,0,1,409,260,0,99,0
2021,7,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",228,29,0,0,1725,377,56,533,0
2021,7,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",31,2,0,1,121,14,0,33,0
2021,7,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",38,1,0,0,19,1,0,0,0
2021,7,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1351,209,30,9,20855,3598,2004,9337,7
2021,7,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",74,10,0,0,454,331,16,30,0
2021,7,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",167,16,0,1,1311,744,405,111,0
2021,7,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",93,7,0,0,465,354,0,0,0
2021,7,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",988,121,14,11,14048,2694,1450,4953,0
2021,7,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",6,0,0,0,0,0,0,0,0
2021,7,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",98,13,0,0,691,429,112,56,0
2021,7,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",35,2,0,0,61,24,0,0,0
2021,7,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",89,14,0,0,416,148,0,125,0
2021,7,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",184,23,0,0,1066,918,0,106,0
2021,7,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",147,17,0,0,789,502,0,61,0
2021,7,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",99,17,2,0,985,384,13,92,0
2021,7,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad City International",118,12,0,0,373,185,0,164,0
2021,7,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",93,17,0,0,973,515,108,136,0
2021,7,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",171,15,0,0,1030,486,0,120,0
2021,7,9E,Endeavor Air Inc.,MOT,"Minot, ND: Minot International",124,8,0,0,391,269,25,28,0
2021,7,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",70,8,0,1,370,303,0,67,0
2021,7,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2218,177,2,2,16053,5365,1377,3237,0
2021,7,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",72,4,0,0,206,74,0,1,0
2021,7,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",87,13,0,0,508,325,5,50,72
2021,7,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",160,27,1,0,1462,656,0,579,0
2021,7,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",146,16,2,0,1028,174,62,267,0
2021,7,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",58,5,1,0,389,52,0,337,0
2021,7,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",71,4,1,0,251,82,0,17,0
2021,7,9E,Endeavor Air Inc.,PVD,"Providence, RI: Theodore Francis Green State",36,1,1,0,136,127,0,9,0
2021,7,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",229,44,2,1,4103,1549,595,622,0
2021,7,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",63,3,0,0,162,99,0,0,0
2021,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",243,33,4,1,4590,1300,1353,1083,0
2021,7,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",211,36,1,1,3678,972,185,1095,0
2021,7,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",87,13,0,0,622,245,35,70,0
2021,7,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Greater Rochester International",163,22,1,0,1605,510,338,298,35
2021,7,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",98,8,0,0,516,242,144,0,0
2021,7,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",187,31,3,0,2162,702,120,439,0
2021,7,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",130,13,0,0,745,324,206,62,0
2021,7,9E,Endeavor Air Inc.,SCE,"State College, PA: University Park",56,5,0,0,129,32,0,97,0
2021,7,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",93,12,0,0,666,368,230,14,0
2021,7,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",142,12,0,1,503,217,20,41,0
2021,7,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",171,12,2,1,2121,202,1141,153,0
2021,7,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",199,26,1,2,2127,301,794,503,0
2021,7,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",85,10,0,0,533,253,4,74,0
2021,7,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",138,11,0,0,547,460,0,70,0
2021,7,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",31,1,0,0,199,167,0,32,0
2021,7,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",128,9,1,0,426,142,0,157,0
2021,7,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",348,34,0,0,2104,1351,125,165,0
2021,7,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",99,15,0,1,639,154,107,188,0
2021,7,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",135,10,0,0,649,452,107,20,0
2021,7,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",211,82,1,2,4728,2046,136,251,0
2021,7,AA,American Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",23,17,0,0,1371,707,0,89,0
2021,7,AA,American Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",93,29,0,0,1511,933,85,288,0
2021,7,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",704,257,17,7,19371,7322,1441,3002,30
2021,7,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1008,277,15,1,16653,5666,1278,2750,289
2021,7,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",231,75,3,0,4776,1454,646,672,0
2021,7,AA,American Airlines Inc.,BGR,"Bangor, ME: Bangor International",8,2,0,1,69,13,0,34,0
2021,7,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",83,37,3,1,2747,885,600,130,0
2021,7,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",581,168,11,5,12868,4044,298,1423,0
2021,7,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",154,30,4,0,1925,1160,30,139,0
2021,7,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1365,361,15,2,27933,10121,2387,4223,75
2021,7,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",92,32,2,0,2342,1141,159,171,0
2021,7,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",61,15,1,0,933,311,34,52,0
2021,7,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",339,109,4,0,7198,2834,599,802,56
2021,7,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",188,49,0,0,2740,1163,40,777,0
2021,7,AA,American Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",62,25,1,0,1826,929,111,185,0
2021,7,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",206,58,6,2,4045,1495,193,267,0
2021,7,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",228,84,7,0,5387,2297,527,510,0
2021,7,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",8508,1501,155,38,126748,48805,8619,17279,265
2021,7,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",206,59,3,1,3840,1870,116,356,0
2021,7,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",152,35,4,0,2079,724,109,167,24
2021,7,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",149,41,2,0,3331,1184,215,205,0
2021,7,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",1666,381,38,10,31601,7657,3343,6636,108
2021,7,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",990,283,13,9,17281,5863,814,5181,34
2021,7,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13455,3283,299,110,287698,96155,15486,32454,411
2021,7,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",150,49,5,0,3916,1275,241,254,9
2021,7,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",297,94,6,1,6210,2923,567,637,70
2021,7,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",124,38,2,0,3017,1365,3,337,75
2021,7,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",282,94,4,3,6993,2382,356,657,0
2021,7,AA,American Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",31,4,0,0,544,118,3,7,0
2021,7,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",614,250,21,11,18182,6538,1322,5976,74
2021,7,AA,American Airlines Inc.,EYW,"Key West, FL: Key West International",242,74,13,3,4107,1363,50,1087,0
2021,7,AA,American Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",62,15,0,0,725,226,66,68,24
2021,7,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",174,40,5,0,1746,910,62,167,0
2021,7,AA,American Airlines Inc.,FCA,"Kalispell, MT: Glacier Park International",102,18,0,0,923,319,0,229,0
2021,7,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",721,164,10,10,10833,4525,1410,1991,27
2021,7,AA,American Airlines Inc.,GEG,"Spokane, WA: Spokane International",151,50,3,0,2812,1217,221,408,0
2021,7,AA,American Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",56,19,0,0,1625,948,140,1,0
2021,7,AA,American Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",31,14,4,0,998,323,32,69,0
2021,7,AA,American Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",62,23,3,0,1790,413,3,186,0
2021,7,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",341,67,1,0,5030,2120,0,366,0
2021,7,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",664,230,13,3,17788,6180,838,3059,267
2021,7,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",117,58,4,0,4857,1824,111,392,0
2021,7,AA,American Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",123,42,2,0,3011,883,130,319,0
2021,7,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",314,127,5,1,8754,4248,369,952,0
2021,7,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",191,39,1,0,2631,1058,19,216,19
2021,7,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",231,90,2,1,6113,2908,255,607,27
2021,7,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",990,251,12,15,20671,6487,1731,5922,263
2021,7,AA,American Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",98,21,0,0,1143,447,3,297,0
2021,7,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1113,302,8,4,17955,7130,1005,2747,117
2021,7,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2904,612,21,4,54014,23659,3388,5650,363
2021,7,AA,American Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",25,13,1,0,1337,213,32,75,0
2021,7,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",854,203,18,11,16592,5929,1181,4324,32
2021,7,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",62,5,0,0,114,47,0,53,0
2021,7,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",381,114,8,2,8135,2719,249,810,6
2021,7,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",1510,461,11,10,33256,12824,2920,8709,166
2021,7,AA,American Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",31,11,0,0,912,426,0,50,0
2021,7,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",268,109,13,0,7591,2602,579,599,22
2021,7,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",114,46,4,0,4591,2286,64,293,0
2021,7,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",3946,859,37,21,71635,29147,3935,8212,300
2021,7,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",155,49,3,0,4047,1927,204,222,36
2021,7,AA,American Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",60,23,0,0,1625,310,11,215,27
2021,7,AA,American Airlines Inc.,MSO,"Missoula, MT: Missoula International",31,10,0,0,1012,421,91,93,0
2021,7,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",344,121,4,0,7388,2933,344,604,28
2021,7,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",483,174,11,2,13248,5393,597,1307,0
2021,7,AA,American Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",31,9,2,0,890,413,12,19,0
2021,7,AA,American Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",153,45,3,0,3022,839,248,260,2
2021,7,AA,American Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",217,41,0,0,2153,1253,0,327,0
2021,7,AA,American Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",255,92,12,0,5381,2258,198,582,0
2021,7,AA,American Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",189,47,4,2,2973,1159,25,375,0
2021,7,AA,American Airlines Inc.,ONT,"Ontario, CA: Ontario International",243,91,3,0,5677,2970,338,365,15
2021,7,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4730,844,59,21,71719,26186,4107,9556,240
2021,7,AA,American Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",203,61,3,0,3780,1160,341,541,0
2021,7,AA,American Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",404,112,11,1,6759,1897,531,1575,58
2021,7,AA,American Airlines Inc.,PDX,"Portland, OR: Portland International",328,107,8,0,7434,4629,183,438,0
2021,7,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",2588,630,30,12,49782,15170,4850,8621,177
2021,7,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4059,807,19,6,63967,27365,3342,8115,193
2021,7,AA,American Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",315,98,3,2,6091,1933,471,757,0
2021,7,AA,American Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",203,76,9,0,7354,2722,479,731,0
2021,7,AA,American Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",65,21,2,0,1729,1009,64,13,0
2021,7,AA,American Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",57,12,2,0,619,126,170,61,0
2021,7,AA,American Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",101,32,2,0,2137,827,56,392,0
2021,7,AA,American Airlines Inc.,RAP,"Rapid City, SD: Rapid City Regional",36,5,1,0,407,202,0,38,0
2021,7,AA,American Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",610,152,12,2,10450,3931,938,1228,14
2021,7,AA,American Airlines Inc.,RIC,"Richmond, VA: Richmond International",267,80,2,2,5924,2880,463,506,0
2021,7,AA,American Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",271,67,12,1,3156,1323,88,501,50
2021,7,AA,American Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",544,151,22,1,9754,3136,376,1283,33
2021,7,AA,American Airlines Inc.,SAN,"San Diego, CA: San Diego International",760,197,9,0,11613,6794,592,1171,11
2021,7,AA,American Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",626,192,12,3,11198,4987,584,1164,99
2021,7,AA,American Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",154,43,5,0,4091,1302,111,331,0
2021,7,AA,American Airlines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",39,13,0,0,1088,437,0,86,0
2021,7,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",657,157,7,1,12587,6606,652,950,35
2021,7,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",875,193,11,1,12463,4543,1514,1292,21
2021,7,AA,American Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",168,37,1,0,2006,1100,35,127,0
2021,7,AA,American Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",514,108,1,0,7256,3865,913,950,184
2021,7,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",428,161,17,2,8312,3380,221,1207,0
2021,7,AA,American Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",329,87,3,0,6503,3309,150,408,49
2021,7,AA,American Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",529,101,0,1,4982,2358,229,639,0
2021,7,AA,American Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",128,32,6,0,2129,862,128,312,0
2021,7,AA,American Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",387,106,8,0,6698,2392,312,761,0
2021,7,AA,American Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",307,52,3,1,3385,905,145,638,0
2021,7,AA,American Airlines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",93,28,0,0,1434,577,145,126,34
2021,7,AA,American Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",87,27,4,1,1708,474,297,280,0
2021,7,AA,American Airlines Inc.,TPA,"Tampa, FL: Tampa International",1011,301,26,5,19122,6331,1384,3047,84
2021,7,AA,American Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",223,79,11,1,5138,2152,294,420,4
2021,7,AA,American Airlines Inc.,TUS,"Tucson, AZ: Tucson International",267,92,9,3,8695,3527,204,411,0
2021,7,AA,American Airlines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",302,76,10,0,5642,2234,135,871,0
2021,7,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",31,9,0,0,442,318,0,69,0
2021,7,AS,Alaska Airlines Inc.,ADK,"Adak Island, AK: Adak",9,1,0,0,37,0,0,0,0
2021,7,AS,Alaska Airlines Inc.,ADQ,"Kodiak, AK: Kodiak Airport",93,11,2,0,556,161,87,19,0
